slug,title,category,inbound_before,inbound_after,orphan_before,orphan_after,has_affiliate_cta,used_fallback,popular_articles_candidates
dcarshare-toha,dカーシェアとは?特徴とdポイントの貯め方をわかりやすく解説,seikatsu,0,12,TRUE,FALSE,TRUE,FALSE,ahamo-toha;dhealthcare-toha;dmagazine-toha;hikaritv-toha;jalan-golf-toha;lemino-premium-toha;anshin-security-toha;busnoru-poikatsu;dhits-toha;dmmbooks-toha
debit-card-poikatsu,デビットカード派のポイ活入門!即時払いで支出を管理するコツ,creditcard,0,2,TRUE,FALSE,FALSE,FALSE,creditcard-poikatsu-kiso;nenkaihi-muryo-card;rakuten-card-poikatsu;dcard-poikatsu;mitsui-sumitomo-card-vpoint;credit-card-mile-hikaku;ana-amex-poikatsu;credit-card-common-point-hikaku;credit-card-point-hikaku;creditcard-tsukurisugi-chuui
demaecan-poikatsu,出前館でポイ活する方法!注文前に確認したい割引とポイント,shopping,0,13,TRUE,FALSE,FALSE,FALSE,aupay-market-poikatsu;aupay-ponta;biyouin-salon-point;coke-on-setsuyaku;doutor-tullys-poikatsu;dpoint-d-harai;drugstore-poikatsu;famiresu-cafe-point;gaishoku-point-tameru;homecenter-app-katsuyou
denryoku-norikae-point,電力会社乗り換えでポイントを貯める方法!料金比較と特典の見方,shopping,1,12,FALSE,FALSE,FALSE,FALSE,docomo-denki-poikatsu;koukyou-ryokin-poikatsu;gas-norikae-poikatsu;ana-jal-mile-hikaku;ana-mile-tameru-kachi;ana-mileageplus-hikaku;au-uq-ponta;carshare-point-katsuyou;cleaning-poikatsu;code-kessai-4sha-hikaku
dhealthcare-toha,dヘルスケアとは?歩数・体重記録でdポイントが貯まる仕組みを解説,seikatsu,0,12,TRUE,FALSE,TRUE,FALSE,ahamo-toha;dcarshare-toha;dmagazine-toha;hikaritv-toha;jalan-golf-toha;lemino-premium-toha;anshin-security-toha;busnoru-poikatsu;dhits-toha;dmmbooks-toha
dhits-toha,dヒッツとは?月額300円からの音楽聴き放題サービスを解説,seikatsu,0,12,TRUE,FALSE,TRUE,FALSE,ahamo-toha;anshin-security-toha;busnoru-poikatsu;dcarshare-toha;dhealthcare-toha;dmagazine-toha;dmmbooks-toha;dphoto-toha;hikaritv-toha;jalan-golf-toha
dmagazine-toha,dマガジンとは?月額料金と読める雑誌数をわかりやすく解説,seikatsu,0,12,TRUE,FALSE,TRUE,FALSE,ahamo-toha;dcarshare-toha;dhealthcare-toha;hikaritv-toha;jalan-golf-toha;lemino-premium-toha;anshin-security-toha;busnoru-poikatsu;dhits-toha;dmmbooks-toha
dmm-kabu-poikatsu,DMM株とは?少額投資・低手数料が魅力の株式投資アプリを解説,kouza,7,12,FALSE,FALSE,TRUE,FALSE,shouken-kouza-anken-poikatsu;matsui-shouken-ideco-poikatsu;point-tamaru-ginkou-hikaku;docomo-ginkou-dpoint-poikatsu;monex-shouken-toha;net-ginkou-poikatsu;paypaysec-shouken-toha;rakuten-ginkou-happy-program;rakuten-shouken-toha;sbisec-shouken-toha
dmmbooks-toha,DMMブックスとは?特徴とポイントの貯め方をわかりやすく解説,seikatsu,1,12,FALSE,FALSE,TRUE,FALSE,hon-denshi-shoseki-poikatsu;ahamo-toha;anshin-security-toha;busnoru-poikatsu;dcarshare-toha;dhealthcare-toha;dhits-toha;dmagazine-toha;dphoto-toha;hikaritv-toha
docomo-ahamo-dpoint,ドコモ・ahamoユーザーはdポイントにまとめるべき?相性の良いサービスを解説,shopping,3,33,FALSE,FALSE,FALSE,FALSE,dpoint-tsukaikata;dcard-poikatsu;ahamo-hikari-poikatsu;docomo-denki-poikatsu;rakuten-mobile-rakuten-point;au-uq-ponta;yosekatsu;dpoint-ponta-hikaku;d-point-supermarket;ana-jal-mile-hikaku
docomo-denki-poikatsu,ドコモでんきとは?電気代でdポイントが貯まる仕組みを解説,seikatsu,8,16,FALSE,FALSE,TRUE,FALSE,denryoku-norikae-point;docomo-ahamo-dpoint;dpoint-dharai-tamekata;dpoint-tsukaikata;koukyou-ryokin-poikatsu;ahamo-hikari-poikatsu;ana-hikari-poikatsu;auhikari-poikatsu;biglobe-hikari-poikatsu;nifty-docomo-hikari-poikatsu
docomo-ginkou-dpoint-poikatsu,ドコモの銀行でdポイントを貯める方法|dアカウント連携・還元条件,kouza,2,14,FALSE,FALSE,FALSE,FALSE,dpoint-dharai-tamekata;point-tamaru-ginkou-hikaku;net-ginkou-poikatsu;monex-shouken-toha;dmm-kabu-poikatsu;matsui-shouken-ideco-poikatsu;paypaysec-shouken-toha;rakuten-ginkou-happy-program;rakuten-shouken-toha;sbisec-shouken-toha
docomo-select-toha,docomo selectとは?スマホアクセサリー購入とdポイントを解説,shopping,0,31,TRUE,FALSE,TRUE,FALSE,code-kessai-4sha-hikaku;d-point-supermarket;docomo-ahamo-dpoint;doramori-point;dpoint-d-harai;dpoint-hanei-sarenai;dpoint-kiso;dpoint-ponta-hikaku;dpoint-tsukaimichi;drugstore-point-hikaku
doramori-point,ドラッグストアモリのポイントを解説|ポイントデー・使い方・キャッシュレス時の条件,shopping,1,14,FALSE,FALSE,FALSE,FALSE,drugstore-point-hikaku;code-kessai-4sha-hikaku;d-point-supermarket;docomo-ahamo-dpoint;docomo-select-toha;dpoint-d-harai;dpoint-hanei-sarenai;dpoint-kiso;dpoint-ponta-hikaku;dpoint-tsukaimichi
doutor-tullys-poikatsu,ドトール・タリーズでポイ活する方法!カフェ利用時の支払い術,shopping,0,13,TRUE,FALSE,FALSE,FALSE,aupay-market-poikatsu;aupay-ponta;biyouin-salon-point;coke-on-setsuyaku;demaecan-poikatsu;dpoint-d-harai;drugstore-poikatsu;famiresu-cafe-point;gaishoku-point-tameru;homecenter-app-katsuyou
dphoto-toha,dフォトとは?毎月フォトブックが届くサービスをわかりやすく解説,seikatsu,0,5,TRUE,FALSE,TRUE,FALSE,ahamo-toha;anshin-security-toha;busnoru-poikatsu;dcarshare-toha;dhealthcare-toha;dhits-toha;dmagazine-toha;dmmbooks-toha;hikaritv-toha;jalan-golf-toha
dpoint-d-harai,d払いでdポイントを貯める方法!日常決済で活用するコツ,shopping,0,25,TRUE,FALSE,FALSE,FALSE,code-kessai-4sha-hikaku;d-point-supermarket;docomo-ahamo-dpoint;docomo-select-toha;doramori-point;dpoint-hanei-sarenai;dpoint-kiso;dpoint-ponta-hikaku;dpoint-tsukaimichi;drugstore-point-hikaku
dpoint-dharai-tamekata,dポイント・d払いの貯め方とは?もらう方法・使い方を解説,,1,8,FALSE,FALSE,FALSE,TRUE,ahamo-hikari-poikatsu;docomo-denki-poikatsu;d-value-pass-poikatsu;dshopping-toha;jalan-net-poikatsu;dpoint-tsukaikata;dpoint-hanei-sarenai;docomo-ginkou-dpoint-poikatsu
dpoint-hanei-sarenai,dポイントが反映されない原因は?dポイントマーケットの確認方法も解説,shopping,1,31,FALSE,FALSE,FALSE,FALSE,dpoint-dharai-tamekata;code-kessai-4sha-hikaku;d-point-supermarket;docomo-ahamo-dpoint;docomo-select-toha;doramori-point;dpoint-d-harai;dpoint-kiso;dpoint-ponta-hikaku;dpoint-tsukaimichi
dpoint-kiso,dポイントの貯め方を初心者向けに解説!ドコモ以外の人でも使える?,shopping,1,28,FALSE,FALSE,FALSE,FALSE,d-point-supermarket;code-kessai-4sha-hikaku;docomo-ahamo-dpoint;docomo-select-toha;doramori-point;dpoint-d-harai;dpoint-hanei-sarenai;dpoint-ponta-hikaku;dpoint-tsukaimichi;drugstore-point-hikaku
dpoint-ponta-hikaku,dポイントとPontaはどっちが得?貯め方・使える店・有効期限を比較,shopping,2,29,FALSE,FALSE,FALSE,FALSE,kikangentei-point-5shu-hikaku;docomo-ahamo-dpoint;au-uq-ponta;point-toushi-unyou-service-hikaku;point-tamaru-ginkou-hikaku;yosekatsu;ana-jal-mile-hikaku;ana-mileageplus-hikaku;aupay-market-poikatsu;aupay-market-toha
dpoint-tsukaikata,dポイントの使い方とは?店舗・連携・交換まで完全ガイド,,2,7,FALSE,FALSE,FALSE,TRUE,ahamo-hikari-poikatsu;docomo-denki-poikatsu;d-value-pass-poikatsu;dcard-poikatsu;jalan-net-poikatsu;docomo-ahamo-dpoint;dpoint-dharai-tamekata
dpoint-tsukaimichi,dポイントのおすすめの使い道!コンビニ・ドラッグストア・ネットで使う方法,shopping,2,27,FALSE,FALSE,FALSE,FALSE,hyakkaten-depart-poikatsu;starbucks-poikatsu;code-kessai-4sha-hikaku;d-point-supermarket;docomo-ahamo-dpoint;docomo-select-toha;doramori-point;dpoint-d-harai;dpoint-hanei-sarenai;dpoint-kiso
drugstore-poikatsu,ドラッグストアでポイ活する方法!日用品・薬・コスメでポイントを貯める,shopping,3,19,FALSE,FALSE,FALSE,FALSE,drugstore-point-hikaku;matsukiyo-cocokara-point;matsukiyo-cocokara-poikatsu;hikkoshi-seikatsuyohin-poikatsu;welcia-point;welkatsu-poikatsu;aupay-market-poikatsu;aupay-ponta;biyouin-salon-point;coke-on-setsuyaku
drugstore-point-hikaku,ドラッグストアのポイントを徹底比較|マツキヨ・ウエルシア・スギ薬局・ツルハなど,shopping,8,46,FALSE,FALSE,FALSE,FALSE,matsukiyo-cocokara-point;doramori-point;seims-point;welcia-point;sugi-point;tsuruha-point;drugstore-poikatsu;matsukiyo-cocokara-poikatsu;au-uq-ponta;aupay-market-poikatsu
dshopping-toha,dショッピングとは?特徴とポイントの貯め方をわかりやすく解説,shopping,191,191,FALSE,FALSE,TRUE,FALSE,dpoint-dharai-tamekata;code-kessai-4sha-hikaku;d-point-supermarket;docomo-ahamo-dpoint;docomo-select-toha;doramori-point;dpoint-d-harai;dpoint-hanei-sarenai;dpoint-kiso;dpoint-ponta-hikaku
ec-current-poikatsu,ECカレントとは?家電通販の特徴とポイント制度を解説,shopping,1,25,FALSE,FALSE,TRUE,FALSE,code-kessai-4sha-hikaku;d-point-supermarket;docomo-ahamo-dpoint;docomo-select-toha;doramori-point;dpoint-d-harai;dpoint-hanei-sarenai;dpoint-kiso;dpoint-ponta-hikaku;dpoint-tsukaimichi
ecnavi-poikatsu,ECナビとは?多彩な方法でポイントが貯まるポイントサイトの特徴を解説,pointsite,72,72,FALSE,FALSE,TRUE,FALSE,pointsite-kyakka-genin;amefri-poikatsu;chobirich-poikatsu;chobirich-tsukaikata;ecnavi-tsukaikata;hapitas-poikatsu;moppy-hajimekata;muryou-kaiin-touroku-poikatsu;nifty-point-club-poikatsu;point-museum-poikatsu
ecnavi-tsukaikata,ECナビでポイントを貯める方法!アンケートと買い物を組み合わせるコツ,pointsite,0,13,TRUE,FALSE,TRUE,FALSE,amefri-poikatsu;chobirich-poikatsu;chobirich-tsukaikata;ecnavi-poikatsu;hapitas-poikatsu;moppy-hajimekata;muryou-kaiin-touroku-poikatsu;nifty-point-club-poikatsu;point-museum-poikatsu;pointincome-poikatsu
eigakan-point,映画館でポイントを貯める方法!チケット購入と会員制度の使い分け,shopping,0,0,TRUE,TRUE,FALSE,FALSE,ana-jal-mile-hikaku;ana-mile-tameru-kachi;ana-mileageplus-hikaku;au-uq-ponta;carshare-point-katsuyou;cleaning-poikatsu;code-kessai-4sha-hikaku;d-point-supermarket;denryoku-norikae-point;docomo-ahamo-dpoint
enquete-monitor-poikatsu,アンケートモニターでポイ活する方法!スキマ時間で稼ぐ前の基本,survey,1,12,FALSE,FALSE,FALSE,FALSE,ipsos-isay-poikatsu;opinionworld-poikatsu;iresearch-poikatsu;monitor-town-poikatsu;macromill-poikatsu;fancrew-poikatsu;cue-monitor-poikatsu;fruitmail-poikatsu;infoq-poikatsu;macromill-tsukaikata
entry-calendar-tsukurikata,エントリーカレンダーの作り方!毎月のポイ活予定を見える化する,pointsite,0,11,TRUE,FALSE,FALSE,FALSE,campaign-memo-tsukurikata;fuyoyotei-point-mieruka;gendama-poikatsu;hitorigurashi-poikatsu;isogashii-kaishain-shuumatsu-poikatsu;poikatsu-kakeibo;poikatsu-minaoshi-timing;poikatsu-yuusenjyuni;point-shuushihyou-tsukurikata;point-toiawase-junbi
epos-card-poikatsu,エポスカードとは?年会費無料の特徴とマルイでの優待を解説,creditcard,24,24,FALSE,FALSE,TRUE,FALSE,cosmo-opus-card-poikatsu;nexus-card-poikatsu;odakyu-point-card-poikatsu;rakuten-card-poikatsu;dcard-poikatsu;mitsui-sumitomo-card-vpoint;credit-card-mile-hikaku;ana-amex-poikatsu;credit-card-common-point-hikaku;credit-card-point-hikaku
etc-mileage-toha,ETCマイレージサービスとは?高速道路利用者が知っておきたい基本,shopping,0,6,TRUE,FALSE,FALSE,FALSE,ana-furusato-mile;ana-mileage-mall-poikatsu;jal-mileage-mall-poikatsu;jre-point-kiso;mile-koukan-merit;point-koukan-toha;ponta-mile-koukan;rakuten-ana-mile-koukan;recruit-ponta;ryokou-yoyaku-point
famiresu-cafe-point,ファミレス・カフェでポイントを貯める方法!外食前のアプリ確認術,shopping,0,11,TRUE,FALSE,FALSE,FALSE,aupay-market-poikatsu;aupay-ponta;biyouin-salon-point;coke-on-setsuyaku;demaecan-poikatsu;doutor-tullys-poikatsu;dpoint-d-harai;drugstore-poikatsu;gaishoku-point-tameru;homecenter-app-katsuyou
fancrew-poikatsu,ファンくるとは?覆面調査の仕組み・ポイント・安全性を解説,survey,12,12,FALSE,FALSE,TRUE,FALSE,iresearch-poikatsu;cue-monitor-poikatsu;fruitmail-poikatsu;ipsos-isay-poikatsu;macromill-poikatsu;macromill-tsukaikata;opinionworld-poikatsu;enquete-monitor-poikatsu;infoq-poikatsu;monitor-town-poikatsu
fastfood-app-poikatsu,ファストフードアプリでポイ活する方法!クーポンと決済を組み合わせるコツ,shopping,0,0,TRUE,TRUE,FALSE,FALSE,ana-jal-mile-hikaku;ana-mile-tameru-kachi;ana-mileageplus-hikaku;au-uq-ponta;carshare-point-katsuyou;cleaning-poikatsu;code-kessai-4sha-hikaku;d-point-supermarket;denryoku-norikae-point;docomo-ahamo-dpoint
fruitmail-poikatsu,フルーツメールとは?ゲーム・アンケートでポイントが貯まる懸賞サイト,survey,12,12,FALSE,FALSE,TRUE,FALSE,cue-monitor-poikatsu;fancrew-poikatsu;ipsos-isay-poikatsu;iresearch-poikatsu;macromill-poikatsu;macromill-tsukaikata;opinionworld-poikatsu;enquete-monitor-poikatsu;infoq-poikatsu;monitor-town-poikatsu
fukubukuro-hatsuuri-poikatsu,福袋・初売りでポイ活する方法!お得に見えて損しない選び方,campaign,0,12,TRUE,FALSE,FALSE,FALSE,bonus-tsuki-poikatsu-keikaku;fuyujitaku-poikatsu;ikkyu-poikatsu;jcb-airmacau-campaign-2026;kakuyasu-sim-norikae-poikatsu;kessan-sale-poikatsu;natsuyasumi-poikatsu-junbi;nenmatsunenshi-poikatsu;paypay-campaign-katsuyo;paypay-jichitai-campaign-2026
fukugyou,ポイ活は副業になる?収入目的で始める前に知るべきメリットと限界,sidejob,0,3,TRUE,FALSE,FALSE,TRUE,kakuteishinkoku-point-seiri;keihiseisan-point-dareno;kojinjigyounushi-point-kanri
furima-app-kounyuu-point,フリマアプリ購入でポイントを活用する方法!中古品選びの注意点,furima,0,1,TRUE,FALSE,FALSE,TRUE,mercari-poikatsu
furusato-nozei-poikatsu,ふるさと納税でポイ活はできる?ポイント還元と注意点をわかりやすく解説,shopping,3,21,FALSE,FALSE,FALSE,FALSE,aupay-furusato-poikatsu;ana-furusato-mile;furusato-portal-erabikata;amazon-gift-charge;amazon-poikatsu;chuushajou-yoyaku-poikatsu;dpoint-hanei-sarenai;game-kakin-point;halloween-yohin-poikatsu;hikkoshi-seikatsuyohin-poikatsu
furusato-portal-erabikata,ふるさと納税ポータルの選び方!ポイント重視で比較する時の注意点,shopping,0,2,TRUE,FALSE,TRUE,FALSE,aupay-furusato-poikatsu;furusato-nozei-poikatsu;ana-jal-mile-hikaku;ana-mile-tameru-kachi;ana-mileageplus-hikaku;au-uq-ponta;carshare-point-katsuyou;cleaning-poikatsu;code-kessai-4sha-hikaku;d-point-supermarket
fuyoyotei-point-mieruka,付与予定ポイントの見える化術!反映待ちを忘れないチェック習慣,pointsite,0,11,TRUE,FALSE,FALSE,FALSE,campaign-memo-tsukurikata;entry-calendar-tsukurikata;gendama-poikatsu;hitorigurashi-poikatsu;isogashii-kaishain-shuumatsu-poikatsu;poikatsu-kakeibo;poikatsu-minaoshi-timing;poikatsu-yuusenjyuni;point-shuushihyou-tsukurikata;point-toiawase-junbi
fuyujitaku-poikatsu,冬支度のポイ活術!暖房家電・防寒用品をお得に準備する方法,campaign,0,10,TRUE,FALSE,FALSE,FALSE,bonus-tsuki-poikatsu-keikaku;fukubukuro-hatsuuri-poikatsu;ikkyu-poikatsu;jcb-airmacau-campaign-2026;kakuyasu-sim-norikae-poikatsu;kessan-sale-poikatsu;natsuyasumi-poikatsu-junbi;nenmatsunenshi-poikatsu;paypay-campaign-katsuyo;paypay-jichitai-campaign-2026
fx-kouza-anken-poikatsu,FX口座案件のポイ活は注意が必要?高還元に飛びつく前の確認点,kouza,0,2,TRUE,FALSE,FALSE,FALSE,shouken-kouza-anken-poikatsu;point-tamaru-ginkou-hikaku;docomo-ginkou-dpoint-poikatsu;dmm-kabu-poikatsu;matsui-shouken-ideco-poikatsu;monex-shouken-toha;net-ginkou-poikatsu;paypaysec-shouken-toha;rakuten-ginkou-happy-program;rakuten-shouken-toha
gaishoku-point-tameru,外食でポイントを貯める方法!予約サイト・決済・アプリ活用の基本,shopping,0,8,TRUE,FALSE,TRUE,FALSE,aupay-market-poikatsu;aupay-ponta;biyouin-salon-point;coke-on-setsuyaku;demaecan-poikatsu;doutor-tullys-poikatsu;dpoint-d-harai;drugstore-poikatsu;famiresu-cafe-point;homecenter-app-katsuyou
gakusei-poikatsu,学生でもできるポイ活!お金をかけずに始める安全な方法,pointsite,0,19,TRUE,FALSE,FALSE,FALSE,cashless-fuan-poikatsu;hapitas-tsukaikata;kaimono-nigate-poikatsu;kosodate-setai-poikatsu;koteihi-sukunai-poikatsu;kurumanashi-seikatsu-poikatsu;minimalist-poikatsu;poikatsu-mail-tsuuchi-seiri;poikatsu-senyou-mail-hitsuyou;poikatsu-taikai-mae-kakunin
game-kakin-point,ゲーム課金でポイントを貯める方法!Apple・Google残高利用時の注意,shopping,0,17,TRUE,FALSE,FALSE,FALSE,amazon-gift-charge;amazon-poikatsu;chuushajou-yoyaku-poikatsu;dpoint-hanei-sarenai;furusato-nozei-poikatsu;halloween-yohin-poikatsu;hikkoshi-seikatsuyohin-poikatsu;iryouhi-shohouyaku-point;koukyou-ryokin-poikatsu;maebarai-shisugi-poikatsu
gas-norikae-poikatsu,ガス会社乗り換えでポイ活する方法!セット割とポイントの確認術,shopping,0,2,TRUE,FALSE,FALSE,FALSE,koukyou-ryokin-poikatsu;denryoku-norikae-point;ana-jal-mile-hikaku;ana-mile-tameru-kachi;ana-mileageplus-hikaku;au-uq-ponta;carshare-point-katsuyou;cleaning-poikatsu;code-kessai-4sha-hikaku;d-point-supermarket
gasoline-point-tameru,ガソリン代でポイントを貯める方法!車利用者向けポイ活の基本,creditcard,1,7,FALSE,FALSE,TRUE,FALSE,rentacar-yoyaku-poikatsu;ana-amex-poikatsu;apple-pay-poikatsu;dcard-poikatsu;hokenryo-point-tameru;jcb-jpoint-poikatsu;mitsui-sumitomo-card-vpoint;rakuten-card-poikatsu;credit-card-mile-hikaku;credit-card-common-point-hikaku
gendama-poikatsu,げん玉とは?ポイントの貯め方・交換方法をわかりやすく解説,pointsite,0,11,TRUE,FALSE,TRUE,FALSE,campaign-memo-tsukurikata;entry-calendar-tsukurikata;fuyoyotei-point-mieruka;hitorigurashi-poikatsu;isogashii-kaishain-shuumatsu-poikatsu;poikatsu-kakeibo;poikatsu-minaoshi-timing;poikatsu-yuusenjyuni;point-shuushihyou-tsukurikata;point-toiawase-junbi
ginkou-kouza-poikatsu,銀行口座のポイ活とは?給与受取・口座振替で貯める基本,kouza,0,0,TRUE,TRUE,FALSE,FALSE,point-tamaru-ginkou-hikaku;docomo-ginkou-dpoint-poikatsu;dmm-kabu-poikatsu;matsui-shouken-ideco-poikatsu;monex-shouken-toha;net-ginkou-poikatsu;paypaysec-shouken-toha;rakuten-ginkou-happy-program;rakuten-shouken-toha;sbisec-shouken-toha
gyudon-chain-poikatsu,牛丼チェーンでポイ活する方法!吉野家・すき家・松屋利用時の基本,shopping,0,2,TRUE,FALSE,FALSE,FALSE,keitai-ryokin-setsuyaku;mcdonalds-poikatsu;sukairaku-group-poikatsu;drugstore-point-hikaku;point-toushi-unyou-service-hikaku;rakuten-ichiba-toha;kikangentei-point-5shu-hikaku;paypay-point-kiso;point-yuukoukigen-kanri;rakuten-mobile-rakuten-point
hahanohi-chichinohi-gift-point,母の日・父の日ギフトでポイントを貯める方法!早割と配送日の確認術,shopping,0,4,TRUE,FALSE,FALSE,FALSE,jtb-shopping-toha;aeon-point-tameru;qoo10-poikatsu;rakuten-ichiba-kaimawari;welcia-point;welkatsu-poikatsu;drugstore-point-hikaku;point-toushi-unyou-service-hikaku;rakuten-ichiba-toha;kikangentei-point-5shu-hikaku
hajimeni-tameru-point,ポイ活初心者が最初に貯めるべきポイントはどれ?主要ポイントを比較,pointsite,0,0,TRUE,TRUE,FALSE,FALSE,yosekatsu;poikatsu-kiso;hapitas-poikatsu;keiyu-wasure-boushi;moppy-hajimekata;pointsite-kyakka-genin;chobirich-poikatsu;ecnavi-poikatsu;koteihi-sukunai-poikatsu;nifty-point-club-poikatsu
halloween-yohin-poikatsu,ハロウィン用品でポイ活する方法!衣装・お菓子を買いすぎないコツ,shopping,0,17,TRUE,FALSE,FALSE,FALSE,amazon-gift-charge;amazon-poikatsu;chuushajou-yoyaku-poikatsu;dpoint-hanei-sarenai;furusato-nozei-poikatsu;game-kakin-point;hikkoshi-seikatsuyohin-poikatsu;iryouhi-shohouyaku-point;koukyou-ryokin-poikatsu;maebarai-shisugi-poikatsu
hapitas-poikatsu,ハピタスとは?ポイント還元率・交換方法・登録方法をわかりやすく解説,pointsite,73,73,FALSE,FALSE,TRUE,FALSE,pointsite-kyakka-genin;uniqlo-gu-point;amefri-poikatsu;chobirich-poikatsu;chobirich-tsukaikata;ecnavi-poikatsu;ecnavi-tsukaikata;moppy-hajimekata;muryou-kaiin-touroku-poikatsu;nifty-point-club-poikatsu
hapitas-tsukaikata,ハピタスの使い方を初心者向けに解説!案件選びとポイント交換の基本,pointsite,0,19,TRUE,FALSE,TRUE,FALSE,cashless-fuan-poikatsu;gakusei-poikatsu;kaimono-nigate-poikatsu;kosodate-setai-poikatsu;koteihi-sukunai-poikatsu;kurumanashi-seikatsu-poikatsu;minimalist-poikatsu;poikatsu-mail-tsuuchi-seiri;poikatsu-senyou-mail-hitsuyou;poikatsu-taikai-mae-kakunin
hashport-wallet-poikatsu,HashPort Walletとは?暗号資産・ポイント・NFTを一元管理できるアプリ,app,11,11,FALSE,FALSE,TRUE,FALSE,app-install-anken-poikatsu;receipt-app-poikatsu;code-receipt-poikatsu;reshichare-poikatsu;one-receipt-poikatsu;torima-idou-poikatsu;app-hitsuyou;hosuu-app-poikatsu;idou-app-erabikata;taxi-app-poikatsu
hasuu-shiharai-point,端数支払いでポイントを使う方法!少額ポイントを無駄にしないコツ,shopping,1,16,FALSE,FALSE,FALSE,FALSE,starbucks-poikatsu;abc-mart-poikatsu;bousai-goods-poikatsu;cashless-setsuyaku;dpoint-kiso;hyakkaten-depart-poikatsu;kikangentei-point-tsukaimichi;nanaco-point-kiso;net-shopping-point-kiso;nyuugaku-shingaku-junbi-point
hikaritv-toha,ひかりTVとは?特徴と料金プランをわかりやすく解説,seikatsu,0,12,TRUE,FALSE,TRUE,FALSE,ahamo-toha;dcarshare-toha;dhealthcare-toha;dmagazine-toha;jalan-golf-toha;lemino-premium-toha;anshin-security-toha;busnoru-poikatsu;dhits-toha;dmmbooks-toha
hikkoshi-poikatsu,引っ越しでポイ活する方法!見積もり・家具購入・手続きの確認ポイント,shopping,1,13,FALSE,FALSE,FALSE,FALSE,hikkoshi-seikatsuyohin-poikatsu;amazon-tsuhan-toha;aupay-market-toha;biccamera-toha;charge-route-point;daimaru-matsuzakaya-toha;docomo-select-toha;dpoint-tsukaimichi;dshopping-toha;ec-current-poikatsu
hikkoshi-seikatsuyohin-poikatsu,引越し後の生活用品で使えるポイ活術!支出が増える前に確認したい節約ポイント,shopping,1,22,FALSE,FALSE,TRUE,FALSE,hikkoshi-poikatsu;kadenryohanten-point;net-super-poikatsu;drugstore-poikatsu;cleaning-poikatsu;amazon-gift-charge;amazon-poikatsu;chuushajou-yoyaku-poikatsu;dpoint-hanei-sarenai;furusato-nozei-poikatsu
hitorigurashi-poikatsu,一人暮らしのポイ活術!固定費と日用品をポイントで節約する方法,pointsite,0,11,TRUE,FALSE,FALSE,FALSE,campaign-memo-tsukurikata;entry-calendar-tsukurikata;fuyoyotei-point-mieruka;gendama-poikatsu;isogashii-kaishain-shuumatsu-poikatsu;poikatsu-kakeibo;poikatsu-minaoshi-timing;poikatsu-yuusenjyuni;point-shuushihyou-tsukurikata;point-toiawase-junbi
hoken-soudan-anken-poikatsu,保険相談案件のポイ活とは?面談前に知っておきたいメリットと注意点,pointsite,0,14,TRUE,FALSE,FALSE,FALSE,shiryouseikyuu-anken-poikatsu;pointsite-kyakka-genin;pointsite-kougaku-anken;poikatsu-kiso;chihou-zaijuu-poikatsu;kaigai-zaijuu-point-kanri;kazoku-account-poikatsu-chuui;keiyu-wasure-boushi;poikatsu-demerit;poikatsu-kojinjouhou-mamoru
hokenryo-point-tameru,保険料でポイントを貯める方法!クレジットカード払いの確認ポイント,creditcard,0,6,TRUE,FALSE,FALSE,FALSE,ana-amex-poikatsu;apple-pay-poikatsu;dcard-poikatsu;gasoline-point-tameru;jcb-jpoint-poikatsu;mitsui-sumitomo-card-vpoint;rakuten-card-poikatsu;credit-card-mile-hikaku;credit-card-common-point-hikaku;credit-card-point-hikaku
homecenter-app-katsuyou,ホームセンターの会員アプリ活用術!DIY用品と日用品をお得に買う方法,shopping,0,6,TRUE,FALSE,FALSE,FALSE,aupay-market-poikatsu;aupay-ponta;biyouin-salon-point;coke-on-setsuyaku;demaecan-poikatsu;doutor-tullys-poikatsu;dpoint-d-harai;drugstore-poikatsu;famiresu-cafe-point;gaishoku-point-tameru
hon-denshi-shoseki-poikatsu,本・電子書籍のポイ活方法|楽天ブックス・Kobo・hontoの還元率を比較,shopping,1,4,FALSE,FALSE,TRUE,FALSE,rakuten-point-tamekata;dmmbooks-toha;point-koukan-toha;poikatsu-kiso;ana-jal-mile-hikaku;ana-mile-tameru-kachi;ana-mileageplus-hikaku;au-uq-ponta;carshare-point-katsuyou;cleaning-poikatsu
hosuu-app-poikatsu,歩数アプリでポイントを貯める方法!健康習慣と節約を両立するコツ,app,0,9,TRUE,FALSE,TRUE,FALSE,code-receipt-poikatsu;reshichare-poikatsu;one-receipt-poikatsu;torima-idou-poikatsu;app-hitsuyou;app-install-anken-poikatsu;hashport-wallet-poikatsu;idou-app-erabikata;receipt-app-poikatsu;taxi-app-poikatsu
hyakkaten-depart-poikatsu,百貨店のポイントを比較!高島屋・三越伊勢丹・大丸松坂屋など,shopping,0,21,TRUE,FALSE,FALSE,FALSE,takashimaya-online-toha;daimaru-matsuzakaya-toha;keio-net-shopping-toha;rakuten-point-tamekata;dpoint-tsukaimichi;creditcard-erabikata;abc-mart-poikatsu;bousai-goods-poikatsu;cashless-setsuyaku;dpoint-kiso
